model,seed,pollutant,horizon,RMSE,MAE,R2,sMAPE,n
two_stage_knn,42.0,NO2,24,30.92023277282715,23.340225219726562,0.32014354155313396,46.69691848754883,4295
two_stage_knn,42.0,NO2,72,33.437599182128906,25.622802734375,0.19471753085011634,52.040897369384766,4294
two_stage_knn,42.0,O3,6,23.550508499145508,16.968210220336914,0.3386546996569292,90.78231811523438,4211
two_stage_knn,42.0,O3,24,31.578571319580078,24.778705596923828,0.4290592728535023,75.45174407958984,4238
two_stage_knn,42.0,O3,72,34.03797149658203,26.519834518432617,0.3354865067259256,80.21995544433594,4237
two_stage_knn,42.0,CO,6,833.0935668945312,479.4755859375,0.5885131019963695,41.77128982543945,4238
two_stage_knn,42.0,CO,24,1097.9779052734375,686.50537109375,0.34134067062324314,51.803733825683594,4265
two_stage_knn,42.0,CO,72,1237.079833984375,765.7733154296875,0.16074954547759257,57.299495697021484,4264
two_stage_knn,42.0,SO2,6,9.620121955871582,5.930804252624512,0.43314094435954786,87.15764617919922,3414
two_stage_knn,42.0,SO2,24,12.817826271057129,9.058075904846191,0.11493293056897613,76.00739288330078,3453
two_stage_knn,42.0,SO2,72,13.245745658874512,9.645488739013672,0.03490073973625407,84.97270202636719,3452
two_stage_knn,43.0,PM2.5,6,49.16782760620117,29.992290496826172,0.6382380119935107,55.429298400878906,4282
