model,seed,pollutant,horizon,RMSE,MAE,R2,sMAPE,n
patchtst,42.0,PM10,6,92.72076416015625,56.13866424560547,0.4050718824761296,51.54555892944336,3707.0
patchtst,42.0,PM10,24,123.80506896972656,82.3209228515625,0.3940877240667092,54.057823181152344,3807.0
patchtst,42.0,PM10,72,128.1111602783203,86.26482391357422,0.3526961341346623,55.09574508666992,3797.0
patchtst,42.0,NO2,6,22.555368423461914,10.517182350158691,-0.04893572954452652,96.01276397705078,3702.0
patchtst,42.0,NO2,24,24.049625396728516,12.447489738464355,0.040173041268074194,101.69292449951172,3819.0
patchtst,42.0,NO2,72,24.11175537109375,12.499690055847168,0.018193558705741797,102.54077911376953,3817.0
patchtst,42.0,O3,6,19.739307403564453,13.124290466308594,-0.2617906267301635,106.58397674560547,3633.0
patchtst,42.0,O3,24,21.175960540771484,12.918500900268555,-0.2325560579778454,104.34053802490234,3639.0
patchtst,42.0,O3,72,21.293630599975586,13.134539604187012,-0.26868571148007825,103.05514526367188,3633.0
patchtst,42.0,CO,6,2.8600118160247803,1.4021259546279907,-0.11879379418475522,70.97518920898438,3950.0
patchtst,42.0,CO,24,2.77005934715271,1.4499595165252686,-0.0648319317581767,67.05225372314453,4017.0
patchtst,42.0,CO,72,2.825596570968628,1.4938616752624512,-0.12928380810760176,68.0709457397461,4021.0
patchtst,42.0,SO2,6,26.27652359008789,6.1744585037231445,-0.005892142480254714,81.55577850341797,3871.0
patchtst,42.0,SO2,24,27.067928314208984,7.459587097167969,-0.051285084612121334,75.60771942138672,3948.0
patchtst,42.0,SO2,72,27.47279167175293,7.567636489868164,-0.04964734398719983,76.2774429321289,3950.0
patchtst,43.0,PM2.5,6,76.11759185791016,42.1944580078125,0.3105578091346758,54.84270477294922,4459.0
patchtst,43.0,PM2.5,24,85.51868438720703,51.04734420776367,0.3092889244901057,56.6732177734375,4569.0
patchtst,43.0,PM2.5,72,88.74485778808594,53.84136199951172,0.2567536832842262,66.14205932617188,4566.0
patchtst,43.0,PM10,6,95.87427520751953,56.22954177856445,0.3639157459259702,51.51889419555664,3707.0
patchtst,43.0,PM10,24,120.27674102783203,80.10148620605469,0.42813139321337923,52.32651901245117,3807.0
patchtst,43.0,PM10,72,128.96884155273438,85.80183410644531,0.34399990028398286,56.126956939697266,3797.0
patchtst,43.0,NO2,6,20.30275535583496,9.808769226074219,0.1501173240304886,100.5837173461914,3702.0
patchtst,43.0,NO2,24,21.655271530151367,11.539314270019531,0.22177794449508614,111.5066909790039,3819.0
patchtst,43.0,NO2,72,21.97938346862793,12.00784683227539,0.18417075113923354,114.55377197265625,3817.0
patchtst,43.0,O3,6,17.836164474487305,11.51748275756836,-0.030211654731777227,107.44699096679688,3633.0
patchtst,43.0,O3,24,19.59558868408203,11.443852424621582,-0.055448613001017,104.55555725097656,3639.0
patchtst,43.0,O3,72,19.546682357788086,11.31164836883545,-0.06905664682343882,104.7326431274414,3633.0
patchtst,43.0,CO,6,2.7955398559570312,1.3499774932861328,-0.06892130273723218,70.10734558105469,3950.0
patchtst,43.0,CO,24,2.7846763134002686,1.4576849937438965,-0.076099208769137,65.77247619628906,4017.0
patchtst,43.0,CO,72,2.776860475540161,1.4671094417572021,-0.09066379449469375,66.85920715332031,4021.0
patchtst,43.0,SO2,6,26.248069763183594,6.338228702545166,-0.003714767012733544,80.27693939208984,3871.0
patchtst,43.0,SO2,24,26.937101364135742,7.533371448516846,-0.041147185303485045,75.9642562866211,3948.0
patchtst,43.0,SO2,72,27.475805282592773,7.852229595184326,-0.0498776039688511,80.55574035644531,3950.0
patchtst,44.0,PM2.5,6,73.9397964477539,41.612266540527344,0.34944467163482384,56.78154373168945,4459.0
patchtst,44.0,PM2.5,24,82.7908706665039,50.491519927978516,0.352649823043064,57.18539810180664,4569.0
patchtst,44.0,PM2.5,72,85.6473617553711,53.31564712524414,0.30773188959774744,58.7322998046875,4566.0
patchtst,44.0,PM10,6,92.714111328125,57.63311767578125,0.4051573052895613,52.19575119018555,3707.0
patchtst,44.0,PM10,24,122.2552719116211,83.47100830078125,0.4091624581040485,52.99626541137695,3807.0
patchtst,44.0,PM10,72,128.88038635253906,89.91148376464844,0.34489950495152344,56.887699127197266,3797.0
patchtst,44.0,NO2,6,24.682235717773438,10.536493301391602,-0.2560821745097923,100.20966339111328,3702.0
patchtst,44.0,NO2,24,24.95366859436035,11.804914474487305,-0.03334429452560683,101.74549865722656,3819.0
patchtst,44.0,NO2,72,25.105932235717773,11.826927185058594,-0.06443937786605769,101.27117919921875,3817.0
patchtst,44.0,O3,6,20.259498596191406,13.226232528686523,-0.3291710803417558,102.37226867675781,3633.0
patchtst,44.0,O3,24,22.144134521484375,13.595520973205566,-0.34783855816006937,100.00188446044922,3639.0
patchtst,44.0,O3,72,22.140962600708008,13.227347373962402,-0.37166344717637134,99.35327911376953,3633.0
patchtst,44.0,CO,6,2.901102066040039,1.4050862789154053,-0.15117251937246068,85.27899169921875,3950.0
patchtst,44.0,CO,24,2.7942209243774414,1.4609124660491943,-0.08348860034063144,82.29867553710938,4017.0
patchtst,44.0,CO,72,2.771010160446167,1.4435220956802368,-0.0860729591132523,79.18807983398438,4021.0
patchtst,44.0,SO2,6,25.99532127380371,6.447861671447754,0.01552210343766014,77.96855926513672,3871.0
patchtst,44.0,SO2,24,26.696292877197266,7.831360340118408,-0.022615446637898495,75.51419067382812,3948.0
patchtst,44.0,SO2,72,27.12665367126465,7.980493545532227,-0.02336425852809132,78.04450225830078,3950.0
two_stage_knn,42.0,PM2.5,6,67.00896453857422,34.8940544128418,0.4656896448475304,46.953338623046875,4459.0
two_stage_knn,42.0,PM2.5,24,75.57203674316406,41.43186569213867,0.460617697281104,47.728790283203125,4569.0
two_stage_knn,42.0,PM2.5,72,80.17103576660156,46.94874572753906,0.3934293286541891,51.289154052734375,4566.0
two_stage_knn,42.0,PM10,6,82.22368621826172,47.91511535644531,0.5321524674760478,46.15846252441406,3707.0
two_stage_knn,42.0,PM10,24,111.0797348022461,74.9981918334961,0.51224406794529,48.6835823059082,3807.0
two_stage_knn,42.0,PM10,72,120.41680145263672,84.06376647949219,0.42811530495443184,51.54311752319336,3797.0
two_stage_knn,42.0,NO2,6,13.352500915527344,5.223599433898926,0.6324010299312903,69.34129333496094,3702.0
two_stage_knn,42.0,NO2,24,15.025652885437012,6.268918514251709,0.6253351501319417,79.58061981201172,3819.0
two_stage_knn,42.0,NO2,72,15.835016250610352,7.1957783699035645,0.5765469867260586,91.19596862792969,3817.0
two_stage_knn,42.0,O3,6,10.7183837890625,6.048580169677734,0.6279664381304981,92.14612579345703,3633.0
two_stage_knn,42.0,O3,24,16.184118270874023,7.307329177856445,0.2800562081002659,69.5832748413086,3639.0
two_stage_knn,42.0,O3,72,17.42940902709961,8.3104887008667,0.14999795422370976,81.14588928222656,3633.0
two_stage_knn,42.0,CO,6,1.7148723602294922,0.7383212447166443,0.5977667015846743,45.66786575317383,3950.0
two_stage_knn,42.0,CO,24,2.0810129642486572,0.9527922868728638,0.3990305185191583,48.89960479736328,4017.0
two_stage_knn,42.0,CO,72,2.487668752670288,1.096838355064392,0.12467785796008501,51.43452835083008,4021.0
two_stage_knn,42.0,SO2,6,21.663894653320312,4.306087017059326,0.3162636455260589,68.31015014648438,3871.0
two_stage_knn,42.0,SO2,24,24.52150535583496,5.94630765914917,0.13721086152745487,58.5589485168457,3948.0
two_stage_knn,42.0,SO2,72,26.258533477783203,6.511139869689941,0.041087939684559704,67.25011444091797,3950.0
two_stage_knn,43.0,PM2.5,6,66.20572662353516,33.471370697021484,0.4784224291451561,45.86287307739258,4459.0
two_stage_knn,43.0,PM2.5,24,76.29562377929688,42.90040588378906,0.4502393573656981,47.774566650390625,4569.0
two_stage_knn,43.0,PM2.5,72,83.06462860107422,50.37922286987305,0.3488535845793933,54.98302459716797,4566.0
two_stage_knn,43.0,PM10,6,81.44519805908203,47.60775375366211,0.5409696848323805,44.778717041015625,3707.0
two_stage_knn,43.0,PM10,24,110.5048599243164,75.00508880615234,0.5172795567693258,47.17337417602539,3807.0
two_stage_knn,43.0,PM10,72,125.53256225585938,84.75432586669922,0.37849150440308543,51.819847106933594,3797.0
two_stage_knn,43.0,NO2,6,13.802398681640625,6.332002639770508,0.6072120252867137,76.64337921142578,3702.0
two_stage_knn,43.0,NO2,24,15.463184356689453,7.133432388305664,0.6031977241566535,79.80705261230469,3819.0
two_stage_knn,43.0,NO2,72,17.635787963867188,8.540616035461426,0.47475983434036284,85.08893585205078,3817.0
two_stage_knn,43.0,O3,6,11.013395309448242,6.062091827392578,0.6072050341912882,77.32418060302734,3633.0
two_stage_knn,43.0,O3,24,16.156272888183594,8.35982894897461,0.28253148133251305,81.38386535644531,3639.0
two_stage_knn,43.0,O3,72,17.68008804321289,9.591282844543457,0.12537191009559312,86.43523406982422,3633.0
two_stage_knn,43.0,CO,6,1.7488124370574951,0.7435666918754578,0.5816874764601025,45.8236083984375,3950.0
two_stage_knn,43.0,CO,24,2.088987350463867,0.9237872362136841,0.3944158260746823,49.47463607788086,4017.0
two_stage_knn,43.0,CO,72,2.46451473236084,1.042088508605957,0.14089620806932013,51.11227035522461,4021.0
two_stage_knn,43.0,SO2,6,21.617324829101562,4.216784477233887,0.31920011982998,53.666221618652344,3871.0
two_stage_knn,43.0,SO2,24,24.147010803222656,6.225862979888916,0.16336276565113217,61.43855285644531,3948.0
two_stage_knn,43.0,SO2,72,25.990604400634766,6.714385986328125,0.060556702796769724,65.29583740234375,3950.0
two_stage_knn,44.0,PM2.5,6,67.63365173339844,34.41643524169922,0.45568106356267324,46.77772903442383,4459.0
two_stage_knn,44.0,PM2.5,24,77.38633728027344,43.40203857421875,0.43440835925978716,49.78667068481445,4569.0
two_stage_knn,44.0,PM2.5,72,79.5993423461914,48.257938385009766,0.4020493633294391,52.330631256103516,4566.0
two_stage_knn,44.0,PM10,6,82.3939437866211,47.21803283691406,0.5302129813256322,44.16625213623047,3707.0
two_stage_knn,44.0,PM10,24,107.40711212158203,72.4743423461914,0.5439641254025949,46.522186279296875,3807.0
two_stage_knn,44.0,PM10,72,121.05654907226562,82.70106506347656,0.42202257321336945,50.30370330810547,3797.0
two_stage_knn,44.0,NO2,6,12.996339797973633,5.237156867980957,0.6517499746763886,85.7643814086914,3702.0
two_stage_knn,44.0,NO2,24,14.994026184082031,7.083873271942139,0.6269106721492181,81.7529296875,3819.0
two_stage_knn,44.0,NO2,72,16.49139976501465,7.986354827880859,0.5407139318480686,83.94913482666016,3817.0
two_stage_knn,44.0,O3,6,10.150895118713379,5.651576995849609,0.6663184473401347,77.90290069580078,3633.0
two_stage_knn,44.0,O3,24,14.831111907958984,7.384427547454834,0.3954003151248999,87.9819107055664,3639.0
two_stage_knn,44.0,O3,72,16.828510284423828,8.912036895751953,0.2075972911033762,88.0983657836914,3633.0
two_stage_knn,44.0,CO,6,1.6951907873153687,0.7583755254745483,0.6069465937087936,51.371620178222656,3950.0
two_stage_knn,44.0,CO,24,2.1130318641662598,0.9414320588111877,0.38039483409224906,48.20104217529297,4017.0
two_stage_knn,44.0,CO,72,2.5757505893707275,1.2074960470199585,0.06159487026824517,53.39725112915039,4021.0
two_stage_knn,44.0,SO2,6,21.79230308532715,5.057241439819336,0.30813414672699313,68.65663146972656,3871.0
two_stage_knn,44.0,SO2,24,23.63102149963379,6.652928352355957,0.19873642652065082,67.66313171386719,3948.0
two_stage_knn,44.0,SO2,72,26.301225662231445,7.329758167266846,0.037967459229856004,71.94400787353516,3950.0
two_stage_mice,42.0,PM2.5,6,67.33776092529297,34.51565170288086,0.4604333810379757,46.5208625793457,4459.0
two_stage_mice,42.0,PM2.5,24,76.03271484375,41.07931137084961,0.45402170645290063,46.04594802856445,4569.0
two_stage_mice,42.0,PM2.5,72,79.73673248291016,46.56202697753906,0.39998345687490033,50.054561614990234,4566.0
two_stage_mice,42.0,PM10,6,84.19107818603516,48.597347259521484,0.5094959329705702,45.78858184814453,3707.0
two_stage_mice,42.0,PM10,24,112.74251556396484,75.64009094238281,0.4975320971085605,48.65542221069336,3807.0
two_stage_mice,42.0,PM10,72,124.16893005371094,85.64745330810547,0.3919207590050834,51.82649612426758,3797.0
two_stage_mice,42.0,NO2,6,13.657271385192871,5.340517520904541,0.615428640847838,69.77391815185547,3702.0
two_stage_mice,42.0,NO2,24,14.92414665222168,6.373757362365723,0.6303801230673566,78.60393524169922,3819.0
two_stage_mice,42.0,NO2,72,16.03877067565918,7.778295516967773,0.5655794133070352,92.27078247070312,3817.0
two_stage_mice,42.0,O3,6,10.758899688720703,5.956583023071289,0.6251485663369377,90.46885681152344,3633.0
two_stage_mice,42.0,O3,24,16.09418296813965,7.4453558921813965,0.28803554521252994,69.73536682128906,3639.0
two_stage_mice,42.0,O3,72,17.48033905029297,8.336172103881836,0.14502330018854837,83.07982635498047,3633.0
two_stage_mice,42.0,CO,6,1.6959786415100098,0.7224422097206116,0.6065811483202396,42.71407699584961,3950.0
two_stage_mice,42.0,CO,24,2.1048848628997803,0.9676302671432495,0.3851635677814539,48.131927490234375,4017.0
two_stage_mice,42.0,CO,72,2.5529096126556396,1.1370636224746704,0.07816402035739134,53.7374382019043,4021.0
two_stage_mice,42.0,SO2,6,21.637117385864258,4.331892013549805,0.31795289447359487,67.7938003540039,3871.0
two_stage_mice,42.0,SO2,24,24.458900451660156,6.405729293823242,0.14161067184787401,62.352203369140625,3948.0
two_stage_mice,42.0,SO2,72,26.376840591430664,6.9921064376831055,0.03242792866975308,67.9668960571289,3950.0
two_stage_mice,43.0,PM2.5,6,67.10362243652344,34.943641662597656,0.46417898004720504,46.24355697631836,4459.0
two_stage_mice,43.0,PM2.5,24,76.71156311035156,43.269630432128906,0.4442287581396718,46.89878845214844,4569.0
two_stage_mice,43.0,PM2.5,72,82.2486343383789,49.94115447998047,0.3615839368487488,53.27702713012695,4566.0
two_stage_mice,43.0,PM10,6,82.7860107421875,49.02716827392578,0.5257313824375625,46.16014862060547,3707.0
two_stage_mice,43.0,PM10,24,112.80870056152344,76.64901733398438,0.4969419319703118,47.649227142333984,3807.0
two_stage_mice,43.0,PM10,72,129.11512756347656,86.864013671875,0.34251097395542274,52.440433502197266,3797.0
two_stage_mice,43.0,NO2,6,14.801136016845703,6.58906364440918,0.5483113589363456,80.21331024169922,3702.0
two_stage_mice,43.0,NO2,24,15.493958473205566,6.984109878540039,0.6016167704286369,81.36540222167969,3819.0
two_stage_mice,43.0,NO2,72,17.51285171508789,8.2592134475708,0.4820570234511937,88.39881896972656,3817.0
two_stage_mice,43.0,O3,6,11.791522979736328,6.50778865814209,0.5497400987437586,83.294189453125,3633.0
two_stage_mice,43.0,O3,24,16.46995735168457,8.426447868347168,0.25440075850533206,84.60505676269531,3639.0
two_stage_mice,43.0,O3,72,18.570730209350586,9.922819137573242,0.035032835912856664,88.63568115234375,3633.0
two_stage_mice,43.0,CO,6,1.771871566772461,0.7519456744194031,0.5705833403838898,43.17200469970703,3950.0
two_stage_mice,43.0,CO,24,2.1031229496002197,0.9545708298683167,0.38619253360804806,51.17437744140625,4017.0
two_stage_mice,43.0,CO,72,2.442369222640991,1.040256142616272,0.15626627628432055,51.8939323425293,4021.0
two_stage_mice,43.0,SO2,6,21.50058364868164,4.329176425933838,0.32653335518674886,55.971710205078125,3871.0
two_stage_mice,43.0,SO2,24,24.056581497192383,6.408778667449951,0.16961739440623325,63.72842025756836,3948.0
two_stage_mice,43.0,SO2,72,26.012271881103516,6.917022228240967,0.05898968503937696,66.21724700927734,3950.0
two_stage_mice,44.0,PM2.5,6,67.71702575683594,34.8456916809082,0.45433830970998157,46.86440658569336,4459.0
two_stage_mice,44.0,PM2.5,24,77.68553924560547,43.68794631958008,0.43002643853371636,49.76525115966797,4569.0
two_stage_mice,44.0,PM2.5,72,79.98577117919922,48.7144775390625,0.3962295481378898,52.47525405883789,4566.0
two_stage_mice,44.0,PM10,6,83.57746124267578,48.4167594909668,0.5166199267977265,45.192657470703125,3707.0
two_stage_mice,44.0,PM10,24,108.98328399658203,73.93026733398438,0.5304815372055321,48.209781646728516,3807.0
two_stage_mice,44.0,PM10,72,121.74138641357422,82.75833892822266,0.41546462470422774,50.22283935546875,3797.0
two_stage_mice,44.0,NO2,6,13.646592140197754,5.408401012420654,0.6160298634126203,83.75648498535156,3702.0
two_stage_mice,44.0,NO2,24,15.094120025634766,7.236746788024902,0.6219128736215812,84.64643859863281,3819.0
two_stage_mice,44.0,NO2,72,16.77912712097168,8.337056159973145,0.5245476497097041,86.166259765625,3817.0
two_stage_mice,44.0,O3,6,10.376693725585938,5.943376064300537,0.6513083865564888,84.28713989257812,3633.0
two_stage_mice,44.0,O3,24,14.936362266540527,7.437090873718262,0.3867887171387686,85.72354125976562,3639.0
two_stage_mice,44.0,O3,72,16.95569610595703,9.089157104492188,0.19557457672888556,87.12262725830078,3633.0
two_stage_mice,44.0,CO,6,1.7154343128204346,0.7663913369178772,0.5975030750232635,49.29507827758789,3950.0
two_stage_mice,44.0,CO,24,2.077747344970703,0.9255261421203613,0.4009151116012962,46.600563049316406,4017.0
two_stage_mice,44.0,CO,72,2.5516903400421143,1.2090016603469849,0.07904431807431289,54.069881439208984,4021.0
two_stage_mice,44.0,SO2,6,21.85184097290039,5.178496837615967,0.3043485787878355,69.35025787353516,3871.0
two_stage_mice,44.0,SO2,24,23.70560646057129,6.989269256591797,0.19367042982014515,66.6184310913086,3948.0
two_stage_mice,44.0,SO2,72,26.37572479248047,7.636474609375,0.03250969912959789,71.28531646728516,3950.0
two_stage_saits,42.0,PM2.5,6,66.07227325439453,33.50550079345703,0.4805230239213857,45.117164611816406,4459.0
two_stage_saits,42.0,PM2.5,24,76.57594299316406,42.51749038696289,0.44619213511499634,47.4497184753418,4569.0
two_stage_saits,42.0,PM2.5,72,80.76985168457031,47.546836853027344,0.3843343301923442,53.39159393310547,4566.0
two_stage_saits,42.0,PM10,6,81.15569305419922,47.20392990112305,0.5442271389622337,44.829647064208984,3707.0
two_stage_saits,42.0,PM10,24,110.7970962524414,72.07149505615234,0.5147230605750581,45.642974853515625,3807.0
two_stage_saits,42.0,PM10,72,121.329345703125,83.66726684570312,0.4194147500763451,52.29509353637695,3797.0
two_stage_saits,42.0,NO2,6,14.181095123291016,5.8602614402771,0.5853625001000762,74.70990753173828,3702.0
two_stage_saits,42.0,NO2,24,15.552901268005371,6.596987724304199,0.5985799281123947,72.18181610107422,3819.0
two_stage_saits,42.0,NO2,72,16.274578094482422,7.683928489685059,0.5527114858653634,80.85494995117188,3817.0
two_stage_saits,42.0,O3,6,9.825525283813477,5.463654041290283,0.6873668167622605,86.32685089111328,3633.0
two_stage_saits,42.0,O3,24,14.162102699279785,6.735052108764648,0.44871530142127225,67.79549407958984,3639.0
two_stage_saits,42.0,O3,72,16.73053550720215,8.35567855834961,0.216797123012769,86.11271667480469,3633.0
two_stage_saits,42.0,CO,6,1.7065869569778442,0.6889775395393372,0.6016441018426333,41.219146728515625,3950.0
two_stage_saits,42.0,CO,24,2.0296149253845215,0.8818026185035706,0.42835003946505656,42.53315734863281,4017.0
two_stage_saits,42.0,CO,72,2.471884250640869,1.0582165718078613,0.13575072947639766,46.27285385131836,4021.0
two_stage_saits,42.0,SO2,6,22.168371200561523,4.398475646972656,0.28404917695922394,67.8181381225586,3871.0
two_stage_saits,42.0,SO2,24,23.75234031677246,5.894876480102539,0.1904881450716246,58.30290222167969,3948.0
two_stage_saits,42.0,SO2,72,25.825620651245117,6.358969211578369,0.07244572276680605,61.34812927246094,3950.0
two_stage_saits,43.0,PM2.5,6,67.82975769042969,35.33036422729492,0.45251995049989535,45.9248046875,4459.0
two_stage_saits,43.0,PM2.5,24,76.61026000976562,44.38285827636719,0.44569566846594655,48.462860107421875,4569.0
two_stage_saits,43.0,PM2.5,72,83.05548095703125,50.581268310546875,0.348997065806832,53.96949005126953,4566.0
two_stage_saits,43.0,PM10,6,81.01933288574219,47.37245559692383,0.5457575439208788,44.0279655456543,3707.0
two_stage_saits,43.0,PM10,24,109.12154388427734,75.27518463134766,0.5292894526370983,48.171913146972656,3807.0
two_stage_saits,43.0,PM10,72,126.66939544677734,86.8172378540039,0.3671836665164002,52.0017204284668,3797.0
two_stage_saits,43.0,NO2,6,13.800695419311523,5.775366306304932,0.6073090034053731,76.86297607421875,3702.0
two_stage_saits,43.0,NO2,24,15.968719482421875,6.32552433013916,0.5768284523437451,74.31201934814453,3819.0
two_stage_saits,43.0,NO2,72,17.687570571899414,7.592085838317871,0.4716708327125466,80.12222290039062,3817.0
two_stage_saits,43.0,O3,6,11.450565338134766,5.956045150756836,0.5754025622658273,68.65602111816406,3633.0
two_stage_saits,43.0,O3,24,15.524410247802734,7.73807954788208,0.33755366168411294,80.6239013671875,3639.0
two_stage_saits,43.0,O3,72,18.94972801208496,9.779386520385742,-0.004755924447796822,85.01773834228516,3633.0
two_stage_saits,43.0,CO,6,1.6422770023345947,0.7160786986351013,0.631101225227777,38.35816955566406,3950.0
two_stage_saits,43.0,CO,24,2.0073654651641846,0.8435506224632263,0.4408146278591587,41.67474365234375,4017.0
two_stage_saits,43.0,CO,72,2.433706283569336,1.0237224102020264,0.16224100590691926,46.72056198120117,4021.0
two_stage_saits,43.0,SO2,6,21.093368530273438,4.093779563903809,0.3518022763932681,52.561092376708984,3871.0
two_stage_saits,43.0,SO2,24,22.969974517822266,5.927634239196777,0.24293805638760713,58.75156021118164,3948.0
two_stage_saits,43.0,SO2,72,25.799030303955078,6.754767417907715,0.07435478574159071,64.93505096435547,3950.0
two_stage_saits,44.0,PM2.5,6,67.77223205566406,34.60567092895508,0.4534482108944423,49.03004455566406,4459.0
two_stage_saits,44.0,PM2.5,24,75.74179077148438,43.07080078125,0.45819179479411576,47.410728454589844,4569.0
two_stage_saits,44.0,PM2.5,72,80.47447204589844,47.84487533569336,0.388829165901585,55.207847595214844,4566.0
two_stage_saits,44.0,PM10,6,82.0545654296875,46.518184661865234,0.5340750781405932,44.77900695800781,3707.0
two_stage_saits,44.0,PM10,24,108.48584747314453,69.71290588378906,0.534757773532757,45.08680725097656,3807.0
two_stage_saits,44.0,PM10,72,119.64189910888672,81.2629165649414,0.4354519524603888,50.248291015625,3797.0
two_stage_saits,44.0,NO2,6,13.396425247192383,5.2042036056518555,0.6299785610828132,66.49467468261719,3702.0
two_stage_saits,44.0,NO2,24,15.463997840881348,6.982297420501709,0.6031559814596159,75.31305694580078,3819.0
two_stage_saits,44.0,NO2,72,17.38017463684082,7.706718444824219,0.48987512038285375,87.89851379394531,3817.0
two_stage_saits,44.0,O3,6,9.431859016418457,5.362854957580566,0.7119167110401878,89.48309326171875,3633.0
two_stage_saits,44.0,O3,24,14.703983306884766,6.923250198364258,0.4057208538736683,83.96095275878906,3639.0
two_stage_saits,44.0,O3,72,16.81056785583496,8.169607162475586,0.20928609146497323,83.10472869873047,3633.0
two_stage_saits,44.0,CO,6,1.7852240800857544,0.7606786489486694,0.5640869881084672,40.14426803588867,3950.0
two_stage_saits,44.0,CO,24,1.952768087387085,0.8829498291015625,0.47081900146997047,42.84231185913086,4017.0
two_stage_saits,44.0,CO,72,2.5086774826049805,1.1989716291427612,0.1098309667617362,53.151458740234375,4021.0
two_stage_saits,44.0,SO2,6,21.73249626159668,4.4438700675964355,0.31192653601786613,56.381832122802734,3871.0
two_stage_saits,44.0,SO2,24,23.840106964111328,6.2529191970825195,0.18449464829366058,60.80411148071289,3948.0
two_stage_saits,44.0,SO2,72,26.152538299560547,6.88979434967041,0.04881388383190277,65.66407775878906,3950.0
proposed,42.0,PM2.5,6,66.78169250488281,34.634944915771484,0.4693079496386712,48.47214889526367,4459.0
proposed,42.0,PM2.5,24,77.1109848022461,42.883705139160156,0.4384261465655207,45.996334075927734,4569.0
proposed,42.0,PM2.5,72,80.73583221435547,47.39981460571289,0.3848528633289017,51.36892318725586,4566.0
proposed,42.0,PM10,6,85.0837631225586,51.08100509643555,0.49903910535433027,48.02376937866211,3707.0
proposed,42.0,PM10,24,109.83343505859375,73.43541717529297,0.523127753120993,46.747718811035156,3807.0
proposed,42.0,PM10,72,118.54255676269531,82.77098846435547,0.4457791664156454,51.17733383178711,3797.0
proposed,42.0,NO2,6,13.934677124023438,5.749528884887695,0.5996472098949706,70.8053970336914,3702.0
proposed,42.0,NO2,24,15.211820602416992,6.724823474884033,0.6159934224155621,73.0393295288086,3819.0
proposed,42.0,NO2,72,16.090192794799805,7.56641149520874,0.5627894124365511,81.1109390258789,3817.0
proposed,42.0,O3,6,10.249381065368652,5.734964370727539,0.659812141509025,86.483642578125,3633.0
proposed,42.0,O3,24,15.18273639678955,7.5358710289001465,0.3663920842619207,75.29978942871094,3639.0
proposed,42.0,O3,72,16.543224334716797,8.003965377807617,0.2342360902856433,81.3076171875,3633.0
proposed,42.0,CO,6,1.8299801349639893,0.7530249953269958,0.5419560860910477,43.892948150634766,3950.0
proposed,42.0,CO,24,2.082723379135132,0.9353154897689819,0.39804210406710716,46.753658294677734,4017.0
proposed,42.0,CO,72,2.634148359298706,1.154928207397461,0.018561207554387615,52.745723724365234,4021.0
proposed,42.0,SO2,6,22.131072998046875,4.3204851150512695,0.28645636141384323,66.00619506835938,3871.0
proposed,42.0,SO2,24,24.854236602783203,5.975947856903076,0.11363774925315251,59.388999938964844,3948.0
proposed,42.0,SO2,72,26.326017379760742,6.496993541717529,0.03615292959616223,63.4041862487793,3950.0
proposed,43.0,PM2.5,6,67.41936492919922,36.00590515136719,0.45912473242862106,46.16209411621094,4459.0
proposed,43.0,PM2.5,24,76.38495635986328,43.659114837646484,0.4489511237699748,47.51692199707031,4569.0
proposed,43.0,PM2.5,72,83.36527252197266,51.37624740600586,0.34413155992575517,54.823570251464844,4566.0
proposed,43.0,PM10,6,85.577392578125,50.55118179321289,0.4932094090242184,49.6505241394043,3707.0
proposed,43.0,PM10,24,110.09864807128906,75.03199768066406,0.5208219597752346,47.939937591552734,3807.0
proposed,43.0,PM10,72,123.32891845703125,84.82559967041016,0.4001203239939589,52.09315872192383,3797.0
proposed,43.0,NO2,6,13.850275039672852,6.100419044494629,0.6044824010473359,79.62580108642578,3702.0
proposed,43.0,NO2,24,15.456823348999023,6.515471458435059,0.6035241428135805,77.32793426513672,3819.0
proposed,43.0,NO2,72,17.486722946166992,7.668765068054199,0.48360138600524927,82.40763854980469,3817.0
proposed,43.0,O3,6,10.416888236999512,5.850801944732666,0.6486018246124462,77.19544982910156,3633.0
proposed,43.0,O3,24,14.572784423828125,7.278194904327393,0.4162786615802547,74.42900085449219,3639.0
proposed,43.0,O3,72,17.024192810058594,8.91411304473877,0.1890619802825675,81.68672180175781,3633.0
proposed,43.0,CO,6,1.813761591911316,0.7465375065803528,0.5500390671839915,43.19365692138672,3950.0
proposed,43.0,CO,24,2.069891929626465,0.8341912031173706,0.40543648865310467,43.41872787475586,4017.0
proposed,43.0,CO,72,2.506810188293457,1.0128073692321777,0.11115570730475344,48.19855499267578,4021.0
proposed,43.0,SO2,6,21.440065383911133,4.198932647705078,0.330319252432541,56.8829460144043,3871.0
proposed,43.0,SO2,24,24.174768447875977,6.1146979331970215,0.16143816664635946,60.27406311035156,3948.0
proposed,43.0,SO2,72,26.105022430419922,6.714465141296387,0.052267167417578864,64.25057983398438,3950.0
proposed,44.0,PM2.5,6,66.89004516601562,34.64738464355469,0.46758448733414526,45.661624908447266,4459.0
proposed,44.0,PM2.5,24,75.8702163696289,44.18495559692383,0.4563528962166835,49.10940933227539,4569.0
proposed,44.0,PM2.5,72,80.51590728759766,48.12870407104492,0.3881996011957678,54.026161193847656,4566.0
proposed,44.0,PM10,6,82.36288452148438,46.09480667114258,0.5305670678477417,43.04907989501953,3707.0
